101755	222.857142857	0.148936170213	0.81568627451	210.0	0.0405405405405	0.709803921569	72.0	0.0246305418719	0.601960784314	93.3333333333	0.529411764706	0.0333333333333	85.7142857143	0.137254901961	0.1	100.0	1.0	0.00588235294118	50.7692307692	0.0695187165775	0.366666666667	55.0	0.05	0.470588235294	84.0	0.357142857143	0.0549019607843	48.0	0.126050420168	0.233333333333
91629	96.9230769231	0.0666666666667	0.382352941176	52.1739130435	0.0995670995671	0.547058823529	32.9032258065	0.295238095238	0.794117647059	92.7272727273	0.0452674897119	0.476470588235	189.677419355	0.525423728814	0.88431372549	165.0	0.0625	0.125490196078	72.0	0.0847457627119	0.652941176471	196.923076923	0.317073170732	0.758823529412	61.0714285714	0.271844660194	0.403921568627	90.7317073171	0.275167785235	0.292156862745
103148	231.818181818	0.846153846154	0.0509803921569	22.7027027027	0.415730337079	0.349019607843	0.0	0.733333333333	0.0294117647059	48.5889570552	0.77990430622	0.590196078431	252.0	0.238095238095	0.958823529412	57.8181818182	0.932203389831	0.76862745098	257.307692308	0.426229508197	0.760784313725	20.3571428571	0.636363636364	0.172549019608	14.0	0.652173913043	0.0901960784314	225.789473684	0.76	0.0980392156863
25610	30.0	0.363636363636	0.043137254902	31.7647058824	0.22869955157	0.562745098039	25.2631578947	0.413043478261	0.180392156863	27.7777777778	0.28125	0.376470588235	31.6363636364	0.321637426901	0.664705882353	30.0	0.5	0.976470588235	25.2631578947	0.398601398601	0.280392156863	30.5454545455	0.22633744856	0.476470588235	34.0540540541	0.310924369748	0.766666666667	30.0	0.413793103448	0.886274509804
122852	220.0	0.176470588235	0.966666666667	210.0	0.027027027027	0.854901960784	41.7857142857	0.451612903226	0.486274509804	33.75	0.16	0.607843137255	30.0	0.0144927536232	0.270588235294	38.4	0.595238095238	0.329411764706	0.0	0.0	0.796078431373	30.0	0.0694444444444	0.717647058824	225.0	0.0909090909091	0.913725490196	28.0	0.0649350649351	0.452941176471
85768	95.1724137931	0.153439153439	0.370588235294	200.0	0.118421052632	0.701960784314	84.0	0.0769230769231	0.872549019608	185.294117647	0.320754716981	0.207843137255	230.0	0.05	0.529411764706	2.65193370166	0.819004524887	0.433333333333	234.545454545	0.52380952381	0.0411764705882	34.7368421053	0.826086956522	0.549019607843	334.838709677	0.861111111111	0.141176470588	353.953488372	0.914893617021	0.276470588235
103371	36.0	0.404255319149	0.539215686275	58.1818181818	0.138075313808	0.53137254902	156.0	0.0204081632653	0.480392156863	36.7164179104	0.358288770053	0.366666666667	36.6233766234	0.361502347418	0.417647058824	38.9189189189	0.30081300813	0.241176470588	168.0	0.0248756218905	0.394117647059	36.8181818182	0.366666666667	0.470588235294	38.125	0.489795918367	0.61568627451	37.7777777778	0.341772151899	0.309803921569
100939	45.0	0.0776699029126	0.403921568627	60.0	0.00934579439252	0.790196078431	45.0	0.08	0.294117647059	49.0909090909	0.0452674897119	0.523529411765	40.0	0.0352941176471	0.166666666667	60.0	0.0555555555556	0.929411764706	60.0	0.0175438596491	0.111764705882	60.0	0.0149253731343	0.13137254902	46.6666666667	0.0782608695652	0.225490196078	60.0	0.0059880239521	0.672549019608
120724	356.0	0.605381165919	0.562745098039	300.0	0.0277777777778	0.858823529412	347.671232877	0.489932885906	0.707843137255	75.0	0.0298507462687	0.737254901961	0.0	0.423423423423	0.435294117647	48.0	0.0828729281768	0.645098039216	34.5454545455	0.145374449339	0.554901960784	60.0	0.0192307692308	0.796078431373	343.2	0.454545454545	0.78431372549	350.816326531	0.515789473684	0.627450980392
124586	27.8048780488	0.168724279835	0.523529411765	0.0	0.04	0.343137254902	240.0	0.0769230769231	0.974509803922	300.0	0.0392156862745	0.2	346.666666667	0.063829787234	0.723529411765	300.0	0.045045045045	0.782352941176	300.0	0.0243902439024	0.598039215686	340.0	0.0454545454545	0.258823529412	28.3018867925	0.292817679558	0.645098039216	252.0	0.0877192982456	0.888235294118
